chr	pos	strand	context	ratio	eff_CT_count	C_count	CT_count	rev_G_count	rev_GA_count	CI_lower	CI_upper
chr17	78449866	-	CG	0.0192307692	52.00	1	52	NA	NA	0.0034027204	0.1012074627
chr17	78449868	+	CG	0.0307692308	65.00	2	65	NA	NA	0.0084788194	0.1054290503
chr17	78449869	-	CG	0.0188679245	53.00	1	53	NA	NA	0.0033383674	0.0994314350
chr17	78449872	+	CG	0.0153846154	65.00	1	65	NA	NA	0.0027208745	0.0821347941
chr17	78449873	-	CG	0.0784313725	51.00	4	51	NA	NA	0.0309216961	0.1850019822
chr17	78449879	+	CG	0.0151515152	66.00	1	66	NA	NA	0.0026795715	0.0809611240
chr17	78449880	-	CG	0.0727272727	55.00	4	55	NA	NA	0.0286435965	0.1726017809
chr17	78449889	+	CG	0.0151515152	66.00	1	66	NA	NA	0.0026795715	0.0809611240
chr17	78449890	-	CG	0.0363636364	55.00	2	55	NA	NA	0.0100293309	0.1232369297
chr17	78449908	+	CG	0.0454545455	66.00	3	66	NA	NA	0.0155779919	0.1253351602
chr17	78449909	-	CG	0.0327868852	61.00	2	61	NA	NA	0.0090377008	0.1118970078
chr17	78449913	+	CG	0.0000000000	66.00	0	66	NA	NA	0.0000000000	0.0550044673
chr17	78449914	-	CG	0.0000000000	64.00	0	64	NA	NA	0.0000000000	0.0566260230
chr17	78449924	+	CG	0.0338983051	59.00	2	59	NA	NA	0.0093457130	0.1154378698
chr17	78449925	-	CG	0.0588235294	68.00	4	68	NA	NA	0.0231103915	0.1417188996
chr17	78449928	+	CG	0.0178571429	56.00	1	56	NA	NA	0.0031591290	0.0944585818
chr17	78449929	-	CG	0.0555555556	72.00	4	72	NA	NA	0.0218138629	0.1343220836
chr17	78449931	+	CG	0.0535714286	56.00	3	56	NA	NA	0.0183854479	0.1460753954
chr17	78449932	-	CG	0.0547945205	73.00	4	73	NA	NA	0.0215121492	0.1325918777
chr17	78449935	+	CG	0.0909090909	55.00	5	55	NA	NA	0.0394575733	0.1957773625
chr17	78449936	-	CG	0.0410958904	73.00	3	73	NA	NA	0.0140736852	0.1140027734
chr17	78449939	+	CG	0.0000000000	54.00	0	54	NA	NA	0.0000000000	0.0664158668
chr17	78449940	-	CG	0.0000000000	75.00	0	75	NA	NA	0.0000000000	0.0487255459
chr17	78449946	+	CG	0.0178571429	56.00	1	56	NA	NA	0.0031591290	0.0944585818
chr17	78449947	-	CG	0.0273972603	73.00	2	73	NA	NA	0.0075456005	0.0945032897
chr17	78449949	+	CG	0.0000000000	55.00	0	55	NA	NA	0.0000000000	0.0652871438
chr17	78449950	-	CG	0.0400000000	75.00	3	75	NA	NA	0.0136958160	0.1111316862
chr17	78449955	+	CG	0.0178571429	56.00	1	56	NA	NA	0.0031591290	0.0944585818
chr17	78449956	-	CG	0.0389610390	77.00	3	77	NA	NA	0.0133377083	0.1084015943
chr17	78449965	+	CG	0.0000000000	60.00	0	60	NA	NA	-0.0000000000	0.0601739305
chr17	78449966	-	CG	0.0000000000	83.00	0	83	NA	NA	0.0000000000	0.0442368634
chr17	78449979	+	CG	0.0000000000	56.00	0	56	NA	NA	0.0000000000	0.0641961445
chr17	78449980	-	CG	0.0107526882	93.00	1	93	NA	NA	0.0019005931	0.0584205912
chr17	78449984	+	CG	0.0344827586	58.00	2	58	NA	NA	0.0095077289	0.1172936476
chr17	78449985	-	CG	0.0109890110	91.00	1	91	NA	NA	0.0019424213	0.0596508036
chr17	78449997	+	CG	0.0535714286	56.00	3	56	NA	NA	0.0183854479	0.1460753954
chr17	78449998	-	CG	0.0659340659	91.00	6	91	NA	NA	0.0305658700	0.1364663185
chr17	78450006	+	CG	0.0178571429	56.00	1	56	NA	NA	0.0031591290	0.0944585818
chr17	78450007	-	CG	0.0000000000	88.00	0	88	NA	NA	0.0000000000	0.0418285396
chr17	78450008	+	CG	0.0701754386	57.00	4	57	NA	NA	0.0276259730	0.1670040170
chr17	78450009	-	CG	0.0116279070	86.00	1	86	NA	NA	0.0020555157	0.0629655881
chr17	78450055	+	CG	0.0161290323	62.00	1	62	NA	NA	0.0028527937	0.0858692301
chr17	78450056	-	CG	0.0224719101	89.00	2	89	NA	NA	0.0061842691	0.0782778686
chr17	78450060	+	CG	0.0000000000	63.00	0	63	NA	NA	-0.0000000000	0.0574731903
chr17	78450061	-	CG	0.0232558140	86.00	2	86	NA	NA	0.0064007920	0.0808817141
chr17	78450062	+	CG	0.0317460317	63.00	2	63	NA	NA	0.0087493440	0.1085668183
chr17	78450063	-	CG	0.0232558140	86.00	2	86	NA	NA	0.0064007920	0.0808817141
chr17	78450075	+	CG	0.0000000000	67.00	0	67	NA	NA	0.0000000000	0.0542280242
chr17	78450076	-	CG	0.0121951220	82.00	1	82	NA	NA	0.0021559366	0.0658949851
chr17	78450083	+	CG	0.0298507463	67.00	2	67	NA	NA	0.0082245223	0.1024675004
chr17	78450084	-	CG	0.0126582278	79.00	1	79	NA	NA	0.0022379362	0.0682773604
chr17	78450093	+	CG	0.0161290323	62.00	1	62	NA	NA	0.0028527937	0.0858692301
chr17	78450094	-	CG	0.0133333333	75.00	1	75	NA	NA	0.0023574904	0.0717353742
chr17	78450096	+	CG	0.0000000000	63.00	0	63	NA	NA	-0.0000000000	0.0574731903
chr17	78450097	-	CG	0.0000000000	72.00	0	72	NA	NA	0.0000000000	0.0506529398
chr17	78450099	+	CG	0.0156250000	64.00	1	64	NA	NA	0.0027634708	0.0833429890
chr17	78450100	-	CG	0.0138888889	72.00	1	72	NA	NA	0.0024558886	0.0745678028
chr17	78450102	+	CG	0.0151515152	66.00	1	66	NA	NA	0.0026795715	0.0809611240
chr17	78450103	-	CG	0.0138888889	72.00	1	72	NA	NA	0.0024558886	0.0745678028
chr17	78450105	+	CG	0.0000000000	68.00	0	68	NA	NA	0.0000000000	0.0534731966
chr17	78450106	-	CG	0.0281690141	71.00	2	71	NA	NA	0.0077591009	0.0970168526
chr17	78450111	+	CG	0.0000000000	67.00	0	67	NA	NA	0.0000000000	0.0542280242
chr17	78450112	-	CG	0.0000000000	67.00	0	67	NA	NA	0.0000000000	0.0542280242
chr17	78450115	+	CG	0.0149253731	67.00	1	67	NA	NA	0.0026395038	0.0798205197
chr17	78450116	-	CG	0.0000000000	64.00	0	64	NA	NA	0.0000000000	0.0566260230
chr17	78450117	+	CG	0.0000000000	68.00	0	68	NA	NA	0.0000000000	0.0534731966
chr17	78450118	-	CG	0.0000000000	63.00	0	63	NA	NA	-0.0000000000	0.0574731903
chr17	78450120	+	CG	0.0000000000	69.00	0	69	NA	NA	0.0000000000	0.0527390941
chr17	78450121	-	CG	0.0000000000	61.00	0	61	NA	NA	0.0000000000	0.0592459162
chr17	78450129	+	CG	0.0000000000	67.00	0	67	NA	NA	0.0000000000	0.0542280242
chr17	78450130	-	CG	0.0000000000	58.00	0	58	NA	NA	0.0000000000	0.0621199969
chr17	78450132	+	CG	0.0000000000	65.00	0	65	NA	NA	0.0000000000	0.0558034677
chr17	78450133	-	CG	0.0000000000	55.00	0	55	NA	NA	0.0000000000	0.0652871438
chr17	78450138	+	CG	0.0000000000	69.00	0	69	NA	NA	0.0000000000	0.0527390941
chr17	78450139	-	CG	0.0000000000	53.00	0	53	NA	NA	-0.0000000000	0.0675843045
chr17	78450145	+	CG	0.0147058824	68.00	1	68	NA	NA	0.0026006166	0.0787116036
chr17	78450146	-	CG	0.0000000000	55.00	0	55	NA	NA	0.0000000000	0.0652871438
chr17	78450161	+	CG	0.0483870968	62.00	3	62	NA	NA	0.0165913850	0.1328825038
chr17	78450162	-	CG	0.0000000000	53.00	0	53	NA	NA	-0.0000000000	0.0675843045
chr17	78450163	+	CG	0.0153846154	65.00	1	65	NA	NA	0.0027208745	0.0821347941
chr17	78450164	-	CG	0.0000000000	51.00	0	51	NA	NA	0.0000000000	0.0700490139
chr17	78450166	+	CG	0.0000000000	63.00	0	63	NA	NA	-0.0000000000	0.0574731903
chr17	78450167	-	CG	0.0000000000	49.00	0	49	NA	NA	0.0000000000	0.0727002967
chr17	78450171	+	CG	0.0147058824	68.00	1	68	NA	NA	0.0026006166	0.0787116036
chr17	78450172	-	CG	0.0200000000	50.00	1	50	NA	NA	0.0035391681	0.1049568647
chr17	78450186	+	CG	0.0138888889	72.00	1	72	NA	NA	0.0024558886	0.0745678028
chr17	78450187	-	CG	0.0357142857	56.00	2	56	NA	NA	0.0098492185	0.1211900585
chr17	78450189	+	CG	0.0000000000	71.00	0	71	NA	NA	0.0000000000	0.0513297417
chr17	78450190	-	CG	0.0000000000	54.00	0	54	NA	NA	0.0000000000	0.0664158668
chr17	78450207	+	CG	0.0294117647	68.00	2	68	NA	NA	0.0081030096	0.1010482342
chr17	78450208	-	CG	0.0192307692	52.00	1	52	NA	NA	0.0034027204	0.1012074627
chr17	78450214	+	CG	0.0144927536	69.00	1	69	NA	NA	0.0025628586	0.0776330734
chr17	78450215	-	CG	0.0192307692	52.00	1	52	NA	NA	0.0034027204	0.1012074627
chr17	78450224	+	CG	0.0000000000	69.00	0	69	NA	NA	0.0000000000	0.0527390941
chr17	78450225	-	CG	0.0172413793	58.00	1	58	NA	NA	0.0030499599	0.0914107268
chr17	78450226	+	CG	0.0000000000	68.00	0	68	NA	NA	0.0000000000	0.0534731966
chr17	78450227	-	CG	0.0000000000	56.00	0	56	NA	NA	0.0000000000	0.0641961445
chr17	78450228	+	CG	0.0149253731	67.00	1	67	NA	NA	0.0026395038	0.0798205197
chr17	78450229	-	CG	0.0181818182	55.00	1	55	NA	NA	0.0032166976	0.0960600046
chr17	78450231	+	CG	0.0000000000	66.00	0	66	NA	NA	0.0000000000	0.0550044673
chr17	78450232	-	CG	0.0370370370	54.00	2	54	NA	NA	0.0102161536	0.1253540934
chr17	78450233	+	CG	0.0147058824	68.00	1	68	NA	NA	0.0026006166	0.0787116036
chr17	78450234	-	CG	0.0357142857	56.00	2	56	NA	NA	0.0098492185	0.1211900585
chr17	78450237	+	CG	0.0151515152	66.00	1	66	NA	NA	0.0026795715	0.0809611240
chr17	78450238	-	CG	0.0175438596	57.00	1	57	NA	NA	0.0031035847	0.0929096694
chr17	78450241	+	CG	0.0000000000	68.00	0	68	NA	NA	0.0000000000	0.0534731966
chr17	78450242	-	CG	0.0357142857	56.00	2	56	NA	NA	0.0098492185	0.1211900585
chr17	78450252	+	CG	0.0147058824	68.00	1	68	NA	NA	0.0026006166	0.0787116036
chr17	78450253	-	CG	0.0000000000	55.00	0	55	NA	NA	0.0000000000	0.0652871438
chr17	78450259	+	CG	0.0000000000	68.00	0	68	NA	NA	0.0000000000	0.0534731966
chr17	78450260	-	CG	0.0370370370	54.00	2	54	NA	NA	0.0102161536	0.1253540934
chr17	78450263	+	CG	0.0151515152	66.00	1	66	NA	NA	0.0026795715	0.0809611240
chr17	78450264	-	CG	0.0000000000	54.00	0	54	NA	NA	0.0000000000	0.0664158668
chr17	78450268	+	CG	0.0000000000	66.00	0	66	NA	NA	0.0000000000	0.0550044673
chr17	78450269	-	CG	0.0000000000	55.00	0	55	NA	NA	0.0000000000	0.0652871438
chr17	78450274	+	CG	0.0000000000	65.00	0	65	NA	NA	0.0000000000	0.0558034677
chr17	78450275	-	CG	0.0000000000	54.00	0	54	NA	NA	0.0000000000	0.0664158668
chr17	78450279	+	CG	0.0000000000	60.00	0	60	NA	NA	-0.0000000000	0.0601739305
chr17	78450280	-	CG	0.0000000000	54.00	0	54	NA	NA	0.0000000000	0.0664158668
chr17	78450284	+	CG	0.0000000000	59.00	0	59	NA	NA	0.0000000000	0.0611314798
chr17	78450285	-	CG	0.0000000000	55.00	0	55	NA	NA	0.0000000000	0.0652871438
chr17	78450295	+	CG	0.0370370370	54.00	2	54	NA	NA	0.0102161536	0.1253540934
chr17	78450296	-	CG	0.0000000000	54.00	0	54	NA	NA	0.0000000000	0.0664158668
chr17	78450301	+	CG	0.0363636364	55.00	2	55	NA	NA	0.0100293309	0.1232369297
chr17	78450302	-	CG	0.0000000000	52.00	0	52	NA	NA	0.0000000000	0.0687945904
chr17	78450312	+	CG	0.0000000000	52.00	0	52	NA	NA	0.0000000000	0.0687945904
chr17	78450313	-	CG	0.0000000000	51.00	0	51	NA	NA	0.0000000000	0.0700490139
chr17	78450317	+	CG	0.0000000000	53.00	0	53	NA	NA	-0.0000000000	0.0675843045
chr17	78450318	-	CG	0.0000000000	48.00	0	48	NA	NA	0.0000000000	0.0741026512
chr17	78450330	+	CG	0.0338983051	59.00	2	59	NA	NA	0.0093457130	0.1154378698
chr17	78450331	-	CG	0.0425531915	47.00	2	47	NA	NA	0.0117480294	0.1424878719
chr17	78450332	+	CG	0.0350877193	57.00	2	57	NA	NA	0.0096754614	0.1192100380
chr17	78450333	-	CG	0.0416666667	48.00	2	48	NA	NA	0.0115016521	0.1397591115
chr17	78450336	+	CG	0.0172413793	58.00	1	58	NA	NA	0.0030499599	0.0914107268
chr17	78450337	-	CG	0.0227272727	44.00	1	44	NA	NA	0.0040231484	0.1180797913
chr17	78450341	+	CG	0.0172413793	58.00	1	58	NA	NA	0.0030499599	0.0914107268
chr17	78450342	-	CG	0.0000000000	43.00	0	43	NA	NA	0.0000000000	0.0820125700
chr17	78450343	+	CG	0.0185185185	54.00	1	54	NA	NA	0.0032764033	0.0977166536
chr17	78450344	-	CG	0.0000000000	44.00	0	44	NA	NA	0.0000000000	0.0802983178
chr17	78450352	+	CG	0.0000000000	52.00	0	52	NA	NA	0.0000000000	0.0687945904
chr17	78450353	-	CG	0.0000000000	46.00	0	46	NA	NA	-0.0000000000	0.0770761773
chr17	78450355	+	CG	0.0000000000	54.00	0	54	NA	NA	0.0000000000	0.0664158668
chr17	78450356	-	CG	0.0000000000	46.00	0	46	NA	NA	-0.0000000000	0.0770761773
chr17	78450357	+	CG	0.0188679245	53.00	1	53	NA	NA	0.0033383674	0.0994314350
chr17	78450358	-	CG	0.0000000000	46.00	0	46	NA	NA	-0.0000000000	0.0770761773
chr17	78450364	+	CG	0.0357142857	56.00	2	56	NA	NA	0.0098492185	0.1211900585
chr17	78450365	-	CG	0.0697674419	43.00	3	43	NA	NA	0.0240111538	0.1860926855
chr17	78450368	+	CG	0.0181818182	55.00	1	55	NA	NA	0.0032166976	0.0960600046
chr17	78450369	-	CG	0.0243902439	41.00	1	41	NA	NA	0.0043184203	0.1259534701
chr17	78450370	+	CG	0.0000000000	54.00	0	54	NA	NA	0.0000000000	0.0664158668
chr17	78450371	-	CG	0.0263157895	38.00	1	38	NA	NA	0.0046604676	0.1349517844
chr17	78450372	+	CG	0.0000000000	52.00	0	52	NA	NA	0.0000000000	0.0687945904
chr17	78450373	-	CG	0.0000000000	42.00	0	42	NA	NA	0.0000000000	0.0838016125
chr17	78450382	+	CG	0.0612244898	49.00	3	49	NA	NA	0.0210397650	0.1652074342
chr17	78450383	-	CG	0.0000000000	44.00	0	44	NA	NA	0.0000000000	0.0802983178
chr17	78450385	+	CG	0.0408163265	49.00	2	49	NA	NA	0.0112653969	0.1371328348
chr17	78450386	-	CG	0.0232558140	43.00	1	43	NA	NA	0.0041169812	0.1205926786
chr17	78450387	+	CG	0.0408163265	49.00	2	49	NA	NA	0.0112653969	0.1371328348
chr17	78450388	-	CG	0.0227272727	44.00	1	44	NA	NA	0.0040231484	0.1180797913
chr17	78450407	+	CG	0.0000000000	54.00	0	54	NA	NA	0.0000000000	0.0664158668
chr17	78450408	-	CG	0.0000000000	44.00	0	44	NA	NA	0.0000000000	0.0802983178
chr17	78450413	+	CG	0.0000000000	51.00	0	51	NA	NA	0.0000000000	0.0700490139
chr17	78450414	-	CG	0.0238095238	42.00	1	42	NA	NA	0.0042152955	0.1232148117
chr17	78450418	+	CG	0.0208333333	48.00	1	48	NA	NA	0.0036870160	0.1089946914
chr17	78450419	-	CG	0.0681818182	44.00	3	44	NA	NA	0.0234589702	0.1822532134
chr17	78450425	+	CG	0.0000000000	49.00	0	49	NA	NA	0.0000000000	0.0727002967
chr17	78450426	-	CG	0.0000000000	42.00	0	42	NA	NA	0.0000000000	0.0838016125
chr17	78450427	+	CG	0.0000000000	48.00	0	48	NA	NA	0.0000000000	0.0741026512
chr17	78450428	-	CG	0.0000000000	39.00	0	39	NA	NA	0.0000000000	0.0896698536
chr17	78450439	+	CG	0.0208333333	48.00	1	48	NA	NA	0.0036870160	0.1089946914
chr17	78450440	-	CG	0.0256410256	39.00	1	39	NA	NA	0.0045405861	0.1318128648
chr17	78450442	+	CG	0.0000000000	46.00	0	46	NA	NA	-0.0000000000	0.0770761773
chr17	78450443	-	CG	0.0243902439	41.00	1	41	NA	NA	0.0043184203	0.1259534701
chr17	78450444	+	CG	0.0212765957	47.00	1	47	NA	NA	0.0037656710	0.1111323652
chr17	78450445	-	CG	0.0000000000	43.00	0	43	NA	NA	0.0000000000	0.0820125700
chr17	78450456	+	CG	0.0000000000	46.00	0	46	NA	NA	-0.0000000000	0.0770761773
chr17	78450457	-	CG	0.0243902439	41.00	1	41	NA	NA	0.0043184203	0.1259534701
chr17	78450461	+	CG	0.0000000000	43.00	0	43	NA	NA	0.0000000000	0.0820125700
chr17	78450462	-	CG	0.0000000000	39.00	0	39	NA	NA	0.0000000000	0.0896698536
chr17	78450464	+	CG	0.0232558140	43.00	1	43	NA	NA	0.0041169812	0.1205926786
chr17	78450465	-	CG	0.0000000000	41.00	0	41	NA	NA	0.0000000000	0.0856704489
chr17	78450467	+	CG	0.0000000000	42.00	0	42	NA	NA	0.0000000000	0.0838016125
chr17	78450468	-	CG	0.0000000000	41.00	0	41	NA	NA	0.0000000000	0.0856704489
chr17	78450473	+	CG	0.0000000000	43.00	0	43	NA	NA	0.0000000000	0.0820125700
chr17	78450474	-	CG	0.0000000000	36.00	0	36	NA	NA	0.0000000000	0.0964218304
chr17	78450487	+	CG	0.0000000000	44.00	0	44	NA	NA	0.0000000000	0.0802983178
chr17	78450488	-	CG	0.0000000000	31.00	0	31	NA	NA	-0.0000000000	0.1102590007
chr17	78450500	+	CG	0.0000000000	45.00	0	45	NA	NA	0.0000000000	0.0786542619
chr17	78450501	-	CG	0.0000000000	34.00	0	34	NA	NA	0.0000000000	0.1015179062
chr17	78450502	+	CG	0.0000000000	46.00	0	46	NA	NA	-0.0000000000	0.0770761773
chr17	78450503	-	CG	0.0000000000	35.00	0	35	NA	NA	0.0000000000	0.0989042676
chr17	78450507	+	CG	0.0000000000	41.00	0	41	NA	NA	0.0000000000	0.0856704489
chr17	78450508	-	CG	0.0000000000	38.00	0	38	NA	NA	0.0000000000	0.0918129326
chr17	78450513	+	CG	0.0000000000	38.00	0	38	NA	NA	0.0000000000	0.0918129326
chr17	78450514	-	CG	0.0256410256	39.00	1	39	NA	NA	0.0045405861	0.1318128648
chr17	78450515	+	CG	0.0000000000	37.00	0	37	NA	NA	0.0000000000	0.0940609575
chr17	78450516	-	CG	0.0000000000	39.00	0	39	NA	NA	0.0000000000	0.0896698536
chr17	78450518	+	CG	0.0270270270	37.00	1	37	NA	NA	0.0047868511	0.1382437844
chr17	78450519	-	CG	0.0000000000	39.00	0	39	NA	NA	0.0000000000	0.0896698536
chr17	78450520	+	CG	0.0000000000	36.00	0	36	NA	NA	0.0000000000	0.0964218304
chr17	78450521	-	CG	0.0256410256	39.00	1	39	NA	NA	0.0045405861	0.1318128648
chr17	78450523	+	CG	0.0588235294	34.00	2	34	NA	NA	0.0162823131	0.1909393689
chr17	78450524	-	CG	0.0263157895	38.00	1	38	NA	NA	0.0046604676	0.1349517844
chr17	78450534	+	CG	0.0303030303	33.00	1	33	NA	NA	0.0053692721	0.1531906167
chr17	78450535	-	CG	0.0303030303	33.00	1	33	NA	NA	0.0053692721	0.1531906167
chr17	78450538	+	CG	0.0967741935	31.00	3	31	NA	NA	0.0334640361	0.2490029000
chr17	78450539	-	CG	0.0303030303	33.00	1	33	NA	NA	0.0053692721	0.1531906167
chr17	78450540	+	CG	0.0000000000	31.00	0	31	NA	NA	-0.0000000000	0.1102590007
chr17	78450541	-	CG	0.0000000000	32.00	0	32	NA	NA	0.0000000000	0.1071827151
chr17	78450546	+	CG	0.0000000000	31.00	0	31	NA	NA	-0.0000000000	0.1102590007
chr17	78450547	-	CG	0.0000000000	28.00	0	28	NA	NA	0.0000000000	0.1206472037
chr17	78450558	+	CG	0.0000000000	28.00	0	28	NA	NA	0.0000000000	0.1206472037
chr17	78450559	-	CG	0.0714285714	28.00	2	28	NA	NA	0.0198116474	0.2264573843
chr17	78450562	+	CG	0.0000000000	29.00	0	29	NA	NA	0.0000000000	0.1169735945
chr17	78450563	-	CG	0.0000000000	28.00	0	28	NA	NA	0.0000000000	0.1206472037
chr17	78450564	+	CG	0.0000000000	30.00	0	30	NA	NA	-0.0000000000	0.1135170914
chr17	78450565	-	CG	0.0000000000	28.00	0	28	NA	NA	0.0000000000	0.1206472037
chr17	78450573	+	CG	0.0000000000	31.00	0	31	NA	NA	-0.0000000000	0.1102590007
chr17	78450574	-	CG	0.0000000000	27.00	0	27	NA	NA	0.0000000000	0.1245590371
chr17	78450591	+	CG	0.0000000000	20.00	0	20	NA	NA	-0.0000000000	0.1611301255
chr17	78450592	-	CG	0.0000000000	26.00	0	26	NA	NA	0.0000000000	0.1287330438
chr17	78450593	+	CG	0.0000000000	18.00	0	18	NA	NA	0.0000000000	0.1758845506
chr17	78450594	-	CG	0.0000000000	28.00	0	28	NA	NA	0.0000000000	0.1206472037
chr17	78450609	+	CG	0.0500000000	20.00	1	20	NA	NA	0.0088812194	0.2361358935
chr17	78450610	-	CG	0.0000000000	26.00	0	26	NA	NA	0.0000000000	0.1287330438
chr17	78450615	+	CG	0.0000000000	21.00	0	21	NA	NA	0.0000000000	0.1546438233
chr17	78450616	-	CG	0.0370370370	27.00	1	27	NA	NA	0.0065679765	0.1828385393
chr17	78450624	+	CG	0.0434782609	23.00	1	23	NA	NA	0.0077164670	0.2099158649
chr17	78450625	-	CG	0.0000000000	33.00	0	33	NA	NA	0.0000000000	0.1042734300
chr17	78450627	+	CG	0.0000000000	19.00	0	19	NA	NA	0.0000000000	0.1681843654
chr17	78450628	-	CG	0.0312500000	32.00	1	32	NA	NA	0.0055377174	0.1574460780
chr17	78450638	+	CG	0.0454545455	22.00	1	22	NA	NA	0.0080692193	0.2179848950
chr17	78450639	-	CG	0.0000000000	32.00	0	32	NA	NA	0.0000000000	0.1071827151
chr17	78450647	+	CG	0.0000000000	21.00	0	21	NA	NA	0.0000000000	0.1546438233
chr17	78450648	-	CG	0.0000000000	33.00	0	33	NA	NA	0.0000000000	0.1042734300
chr17	78450670	+	CG	0.0416666667	24.00	1	24	NA	NA	0.0073932654	0.2024222625
chr17	78450671	-	CG	0.0000000000	28.00	0	28	NA	NA	0.0000000000	0.1206472037
chr17	78450677	+	CG	0.0000000000	24.00	0	24	NA	NA	0.0000000000	0.1379805758
chr17	78450678	-	CG	0.0000000000	28.00	0	28	NA	NA	0.0000000000	0.1206472037
chr17	78450683	+	CG	0.0000000000	26.00	0	26	NA	NA	0.0000000000	0.1287330438
chr17	78450684	-	CG	0.0000000000	29.00	0	29	NA	NA	0.0000000000	0.1169735945
chr17	78450689	+	CG	0.0000000000	29.00	0	29	NA	NA	0.0000000000	0.1169735945
chr17	78450690	-	CG	0.0303030303	33.00	1	33	NA	NA	0.0053692721	0.1531906167
chr17	78450706	+	CG	0.0000000000	37.00	0	37	NA	NA	0.0000000000	0.0940609575
chr17	78450707	-	CG	0.0000000000	36.00	0	36	NA	NA	0.0000000000	0.0964218304
chr17	78450717	+	CG	0.0000000000	38.00	0	38	NA	NA	0.0000000000	0.0918129326
chr17	78450718	-	CG	0.0277777778	36.00	1	36	NA	NA	0.0049202803	0.1417003374
chr17	78450725	+	CG	0.0000000000	41.00	0	41	NA	NA	0.0000000000	0.0856704489
chr17	78450726	-	CG	0.0270270270	37.00	1	37	NA	NA	0.0047868511	0.1382437844
chr17	78450728	+	CG	0.0000000000	43.00	0	43	NA	NA	0.0000000000	0.0820125700
chr17	78450729	-	CG	0.0000000000	38.00	0	38	NA	NA	0.0000000000	0.0918129326
chr17	78450740	+	CG	0.0652173913	46.00	3	46	NA	NA	0.0224274545	0.1750300910
chr17	78450741	-	CG	0.1250000000	40.00	5	40	NA	NA	0.0545941977	0.2611242067
chr17	78450744	+	CG	0.0222222222	45.00	1	45	NA	NA	0.0039334975	0.1156694639
chr17	78450745	-	CG	0.0500000000	40.00	2	40	NA	NA	0.0138203771	0.1650417082
chr17	78450755	+	CG	0.0200000000	50.00	1	50	NA	NA	0.0035391681	0.1049568647
chr17	78450756	-	CG	0.0465116279	43.00	2	43	NA	NA	0.0128489903	0.1545577592
chr17	78450757	+	CG	0.0392156863	51.00	2	51	NA	NA	0.0108208563	0.1321654899
chr17	78450758	-	CG	0.0000000000	44.00	0	44	NA	NA	0.0000000000	0.0802983178
chr17	78450761	+	CG	0.0000000000	53.00	0	53	NA	NA	-0.0000000000	0.0675843045
chr17	78450762	-	CG	0.0232558140	43.00	1	43	NA	NA	0.0041169812	0.1205926786
chr17	78450775	+	CG	0.0192307692	52.00	1	52	NA	NA	0.0034027204	0.1012074627
chr17	78450776	-	CG	0.0000000000	42.00	0	42	NA	NA	0.0000000000	0.0838016125
chr17	78450780	+	CG	0.0178571429	56.00	1	56	NA	NA	0.0031591290	0.0944585818
chr17	78450781	-	CG	0.0000000000	42.00	0	42	NA	NA	0.0000000000	0.0838016125
chr17	78450813	+	CG	0.0555555556	54.00	3	54	NA	NA	0.0190729225	0.1510745146
chr17	78450814	-	CG	0.1162790698	43.00	5	43	NA	NA	0.0507035299	0.2447944889
chr17	78450819	+	CG	0.0000000000	50.00	0	50	NA	NA	0.0000000000	0.0713500342
chr17	78450820	-	CG	0.0000000000	47.00	0	47	NA	NA	0.0000000000	0.0755601712
chr17	78450829	+	CG	0.0000000000	52.00	0	52	NA	NA	0.0000000000	0.0687945904
chr17	78450830	-	CG	0.0425531915	47.00	2	47	NA	NA	0.0117480294	0.1424878719
chr17	78450855	+	CG	0.0200000000	50.00	1	50	NA	NA	0.0035391681	0.1049568647
chr17	78450856	-	CG	0.0816326531	49.00	4	49	NA	NA	0.0322022962	0.1918938704
chr17	78450865	+	CG	0.0000000000	46.00	0	46	NA	NA	-0.0000000000	0.0770761773
chr17	78450866	-	CG	0.0434782609	46.00	2	46	NA	NA	0.0120051936	0.1453252292
chr17	78450873	+	CG	0.0000000000	49.00	0	49	NA	NA	0.0000000000	0.0727002967
chr17	78450874	-	CG	0.1041666667	48.00	5	48	NA	NA	0.0453210509	0.2216768813
chr17	78450883	+	CG	0.0000000000	48.00	0	48	NA	NA	0.0000000000	0.0741026512
chr17	78450884	-	CG	0.0363636364	55.00	2	55	NA	NA	0.0100293309	0.1232369297
chr17	78450888	+	CG	0.0000000000	49.00	0	49	NA	NA	0.0000000000	0.0727002967
chr17	78450889	-	CG	0.0588235294	51.00	3	51	NA	NA	0.0202062729	0.1592487394
chr17	78450901	+	CG	0.0188679245	53.00	1	53	NA	NA	0.0033383674	0.0994314350
chr17	78450902	-	CG	0.0188679245	53.00	1	53	NA	NA	0.0033383674	0.0994314350
chr17	78450903	+	CG	0.0576923077	52.00	3	52	NA	NA	0.0198138127	0.1564275558
chr17	78450904	-	CG	0.0370370370	54.00	2	54	NA	NA	0.0102161536	0.1253540934
chr17	78450906	+	CG	0.0204081633	49.00	1	49	NA	NA	0.0036115795	0.1069376847
chr17	78450907	-	CG	0.0566037736	53.00	3	53	NA	NA	0.0194363089	0.1537044894
chr17	78450923	+	CG	0.0384615385	52.00	2	52	NA	NA	0.0106114883	0.1298142874
chr17	78450924	-	CG	0.1320754717	53.00	7	53	NA	NA	0.0654777020	0.2484050881
