chr	pos	strand	context	ratio	eff_CT_count	C_count	CT_count	rev_G_count	rev_GA_count	CI_lower	CI_upper
chr17	78449868	+	CG	0.1846153846	65.00	12	65	NA	NA	0.1088876538	0.2955422258
chr17	78449869	-	CG	0.1320754717	53.00	7	53	NA	NA	0.0654777020	0.2484050881
chr17	78449872	+	CG	0.2000000000	65.00	13	65	NA	NA	0.1207784577	0.3127036229
chr17	78449873	-	CG	0.0980392157	51.00	5	51	NA	NA	0.0426074450	0.2097848995
chr17	78449879	+	CG	0.1969696970	66.00	13	66	NA	NA	0.1188852797	0.3083901550
chr17	78449880	-	CG	0.1090909091	55.00	6	55	NA	NA	0.0509665563	0.2182579380
chr17	78449889	+	CG	0.2575757576	66.00	17	66	NA	NA	0.1674870735	0.3743332743
chr17	78449890	-	CG	0.1454545455	55.00	8	55	NA	NA	0.0755919902	0.2616116209
chr17	78449908	+	CG	0.2272727273	66.00	15	66	NA	NA	0.1428510509	0.3416968404
chr17	78449909	-	CG	0.1311475410	61.00	8	61	NA	NA	0.0679799615	0.2380211243
chr17	78449913	+	CG	0.2575757576	66.00	17	66	NA	NA	0.1674870735	0.3743332743
chr17	78449914	-	CG	0.1718750000	64.00	11	64	NA	NA	0.0987764127	0.2821344149
chr17	78449924	+	CG	0.2203389831	59.00	13	59	NA	NA	0.1335407252	0.3413294245
chr17	78449925	-	CG	0.1323529412	68.00	9	68	NA	NA	0.0712216396	0.2328027697
chr17	78449928	+	CG	0.2500000000	56.00	14	56	NA	NA	0.1551691522	0.3769289200
chr17	78449929	-	CG	0.1250000000	72.00	9	72	NA	NA	0.0671770829	0.2208126219
chr17	78449931	+	CG	0.2142857143	56.00	12	56	NA	NA	0.1270578031	0.3381971366
chr17	78449932	-	CG	0.1232876712	73.00	9	73	NA	NA	0.0662367616	0.2180051073
chr17	78449935	+	CG	0.1818181818	55.00	10	55	NA	NA	0.1018756145	0.3033071134
chr17	78449936	-	CG	0.1369863014	73.00	10	73	NA	NA	0.0761430780	0.2341263594
chr17	78449939	+	CG	0.2592592593	54.00	14	54	NA	NA	0.1611850796	0.3893114488
chr17	78449940	-	CG	0.1733333333	75.00	13	75	NA	NA	0.1041904802	0.2743102098
chr17	78449946	+	CG	0.2321428571	56.00	13	56	NA	NA	0.1409924725	0.3576840335
chr17	78449947	-	CG	0.1643835616	73.00	12	73	NA	NA	0.0966120186	0.2657125556
chr17	78449949	+	CG	0.2181818182	55.00	12	55	NA	NA	0.1294589783	0.3437028664
chr17	78449950	-	CG	0.1466666667	75.00	11	75	NA	NA	0.0839163094	0.2438497431
chr17	78449955	+	CG	0.1607142857	56.00	9	56	NA	NA	0.0869256964	0.2780645445
chr17	78449956	-	CG	0.1428571429	77.00	11	77	NA	NA	0.0816824782	0.2379747280
chr17	78449965	+	CG	0.1500000000	60.00	9	60	NA	NA	0.0809734924	0.2611482589
chr17	78449966	-	CG	0.1686746988	83.00	14	83	NA	NA	0.1032198728	0.2634431090
chr17	78449979	+	CG	0.1607142857	56.00	9	56	NA	NA	0.0869256964	0.2780645445
chr17	78449980	-	CG	0.1075268817	93.00	10	93	NA	NA	0.0594624296	0.1867292897
chr17	78449984	+	CG	0.1206896552	58.00	7	58	NA	NA	0.0597089024	0.2287959228
chr17	78449985	-	CG	0.1208791209	91.00	11	91	NA	NA	0.0688543766	0.2036167753
chr17	78449997	+	CG	0.0535714286	56.00	3	56	NA	NA	0.0183854479	0.1460753954
chr17	78449998	-	CG	0.0989010989	91.00	9	91	NA	NA	0.0529080406	0.1773875259
chr17	78450006	+	CG	0.0535714286	56.00	3	56	NA	NA	0.0183854479	0.1460753954
chr17	78450007	-	CG	0.1818181818	88.00	16	88	NA	NA	0.1151300189	0.2751245063
chr17	78450008	+	CG	0.0350877193	57.00	2	57	NA	NA	0.0096754614	0.1192100380
chr17	78450009	-	CG	0.1627906977	86.00	14	86	NA	NA	0.0995204041	0.2548989295
chr17	78450055	+	CG	0.1129032258	62.00	7	62	NA	NA	0.0557779269	0.2151996921
chr17	78450056	-	CG	0.1685393258	89.00	15	89	NA	NA	0.1048816182	0.2596273950
chr17	78450060	+	CG	0.1269841270	63.00	8	63	NA	NA	0.0657724634	0.2310726151
chr17	78450061	-	CG	0.1627906977	86.00	14	86	NA	NA	0.0995204041	0.2548989295
chr17	78450062	+	CG	0.1111111111	63.00	7	63	NA	NA	0.0548747897	0.2120488028
chr17	78450063	-	CG	0.1627906977	86.00	14	86	NA	NA	0.0995204041	0.2548989295
chr17	78450075	+	CG	0.1492537313	67.00	10	67	NA	NA	0.0831418421	0.2534061749
chr17	78450076	-	CG	0.1707317073	82.00	14	82	NA	NA	0.1045149959	0.2664193762
chr17	78450083	+	CG	0.1044776119	67.00	7	67	NA	NA	0.0515370429	0.2003149762
chr17	78450084	-	CG	0.1645569620	79.00	13	79	NA	NA	0.0987661396	0.2614586750
chr17	78450093	+	CG	0.1451612903	62.00	9	62	NA	NA	0.0782932306	0.2534362535
chr17	78450094	-	CG	0.1600000000	75.00	12	75	NA	NA	0.0939642132	0.2591691580
chr17	78450096	+	CG	0.1587301587	63.00	10	63	NA	NA	0.0885699743	0.2681180762
chr17	78450097	-	CG	0.1805555556	72.00	13	72	NA	NA	0.1086671414	0.2848055701
chr17	78450099	+	CG	0.1406250000	64.00	9	64	NA	NA	0.0757848701	0.2461650839
chr17	78450100	-	CG	0.1250000000	72.00	9	72	NA	NA	0.0671770829	0.2208126219
chr17	78450102	+	CG	0.1515151515	66.00	10	66	NA	NA	0.0844354639	0.2569312860
chr17	78450103	-	CG	0.1250000000	72.00	9	72	NA	NA	0.0671770829	0.2208126219
chr17	78450105	+	CG	0.1764705882	68.00	12	68	NA	NA	0.1039348539	0.2836066263
chr17	78450106	-	CG	0.0845070423	71.00	6	71	NA	NA	0.0393059724	0.1723624046
chr17	78450111	+	CG	0.1492537313	67.00	10	67	NA	NA	0.0831418421	0.2534061749
chr17	78450112	-	CG	0.1343283582	67.00	9	67	NA	NA	0.0723101000	0.2360059177
chr17	78450115	+	CG	0.1194029851	67.00	8	67	NA	NA	0.0617615877	0.2183224307
chr17	78450116	-	CG	0.1093750000	64.00	7	64	NA	NA	0.0540004475	0.2089886329
chr17	78450117	+	CG	0.1323529412	68.00	9	68	NA	NA	0.0712216396	0.2328027697
chr17	78450118	-	CG	0.1111111111	63.00	7	63	NA	NA	0.0548747897	0.2120488028
chr17	78450120	+	CG	0.1304347826	69.00	9	69	NA	NA	0.0701654857	0.2296851491
chr17	78450121	-	CG	0.0983606557	61.00	6	61	NA	NA	0.0458639514	0.1984483420
chr17	78450129	+	CG	0.1194029851	67.00	8	67	NA	NA	0.0617615877	0.2183224307
chr17	78450130	-	CG	0.0689655172	58.00	4	58	NA	NA	0.0271438076	0.1643389483
chr17	78450132	+	CG	0.1076923077	65.00	7	65	NA	NA	0.0531535443	0.2060153303
chr17	78450133	-	CG	0.0545454545	55.00	3	55	NA	NA	0.0187228760	0.1485329430
chr17	78450138	+	CG	0.1014492754	69.00	7	69	NA	NA	0.0500160026	0.1949209565
chr17	78450139	-	CG	0.0566037736	53.00	3	53	NA	NA	0.0194363089	0.1537044894
chr17	78450145	+	CG	0.0882352941	68.00	6	68	NA	NA	0.0410675560	0.1794397823
chr17	78450146	-	CG	0.0727272727	55.00	4	55	NA	NA	0.0286435965	0.1726017809
chr17	78450161	+	CG	0.0645161290	62.00	4	62	NA	NA	0.0253724948	0.1544773266
chr17	78450162	-	CG	0.0754716981	53.00	4	53	NA	NA	0.0297390736	0.1785872226
chr17	78450163	+	CG	0.1076923077	65.00	7	65	NA	NA	0.0531535443	0.2060153303
chr17	78450164	-	CG	0.0784313725	51.00	4	51	NA	NA	0.0309216961	0.1850019822
chr17	78450166	+	CG	0.1269841270	63.00	8	63	NA	NA	0.0657724634	0.2310726151
chr17	78450167	-	CG	0.1020408163	49.00	5	49	NA	NA	0.0443788925	0.2175662416
chr17	78450171	+	CG	0.1029411765	68.00	7	68	NA	NA	0.0507651268	0.1975812352
chr17	78450172	-	CG	0.0800000000	50.00	4	50	NA	NA	0.0315490033	0.1883850255
chr17	78450186	+	CG	0.1250000000	72.00	9	72	NA	NA	0.0671770829	0.2208126219
chr17	78450187	-	CG	0.1250000000	56.00	7	56	NA	NA	0.0618899014	0.2362572070
chr17	78450189	+	CG	0.1267605634	71.00	9	71	NA	NA	0.0681445058	0.2236931887
chr17	78450190	-	CG	0.1666666667	54.00	9	54	NA	NA	0.0902428999	0.2873676780
chr17	78450207	+	CG	0.0735294118	68.00	5	68	NA	NA	0.0318143752	0.1608539396
chr17	78450208	-	CG	0.1538461538	52.00	8	52	NA	NA	0.0800758959	0.2752434359
chr17	78450214	+	CG	0.1014492754	69.00	7	69	NA	NA	0.0500160026	0.1949209565
chr17	78450215	-	CG	0.1730769231	52.00	9	52	NA	NA	0.0938236876	0.2973112369
chr17	78450224	+	CG	0.1159420290	69.00	8	69	NA	NA	0.0599342655	0.2124595315
chr17	78450225	-	CG	0.1724137931	58.00	10	58	NA	NA	0.0964418940	0.2890850006
chr17	78450226	+	CG	0.1323529412	68.00	9	68	NA	NA	0.0712216396	0.2328027697
chr17	78450227	-	CG	0.1964285714	56.00	11	56	NA	NA	0.1133848002	0.3184485733
chr17	78450228	+	CG	0.1194029851	67.00	8	67	NA	NA	0.0617615877	0.2183224307
chr17	78450229	-	CG	0.1636363636	55.00	9	55	NA	NA	0.0885532056	0.2826399639
chr17	78450231	+	CG	0.1363636364	66.00	9	66	NA	NA	0.0734323734	0.2392981482
chr17	78450232	-	CG	0.1481481481	54.00	8	54	NA	NA	0.0770297131	0.2660036747
chr17	78450233	+	CG	0.1176470588	68.00	8	68	NA	NA	0.0608341994	0.2153511862
chr17	78450234	-	CG	0.1607142857	56.00	9	56	NA	NA	0.0869256964	0.2780645445
chr17	78450237	+	CG	0.0909090909	66.00	6	66	NA	NA	0.0423323986	0.1844894383
chr17	78450238	-	CG	0.1754385965	57.00	10	57	NA	NA	0.0981874713	0.2936759905
chr17	78450241	+	CG	0.1176470588	68.00	8	68	NA	NA	0.0608341994	0.2153511862
chr17	78450242	-	CG	0.1607142857	56.00	9	56	NA	NA	0.0869256964	0.2780645445
chr17	78450252	+	CG	0.1323529412	68.00	9	68	NA	NA	0.0712216396	0.2328027697
chr17	78450253	-	CG	0.1818181818	55.00	10	55	NA	NA	0.1018756145	0.3033071134
chr17	78450259	+	CG	0.1470588235	68.00	10	68	NA	NA	0.0818872984	0.2499761345
chr17	78450260	-	CG	0.1296296296	54.00	7	54	NA	NA	0.0642363923	0.2442198053
chr17	78450263	+	CG	0.1212121212	66.00	8	66	NA	NA	0.0627177070	0.2213765863
chr17	78450264	-	CG	0.1666666667	54.00	9	54	NA	NA	0.0902428999	0.2873676780
chr17	78450268	+	CG	0.1363636364	66.00	9	66	NA	NA	0.0734323734	0.2392981482
chr17	78450269	-	CG	0.1636363636	55.00	9	55	NA	NA	0.0885532056	0.2826399639
chr17	78450274	+	CG	0.1384615385	65.00	9	65	NA	NA	0.0745900619	0.2426832147
chr17	78450275	-	CG	0.1481481481	54.00	8	54	NA	NA	0.0770297131	0.2660036747
chr17	78450279	+	CG	0.1333333333	60.00	8	60	NA	NA	0.0691402698	0.2416539459
chr17	78450280	-	CG	0.1111111111	54.00	6	54	NA	NA	0.0519295182	0.2219494893
chr17	78450284	+	CG	0.1355932203	59.00	8	59	NA	NA	0.0703409075	0.2453989845
chr17	78450285	-	CG	0.1090909091	55.00	6	55	NA	NA	0.0509665563	0.2182579380
chr17	78450295	+	CG	0.1111111111	54.00	6	54	NA	NA	0.0519295182	0.2219494893
chr17	78450296	-	CG	0.1111111111	54.00	6	54	NA	NA	0.0519295182	0.2219494893
chr17	78450301	+	CG	0.0909090909	55.00	5	55	NA	NA	0.0394575733	0.1957773625
chr17	78450302	-	CG	0.1153846154	52.00	6	52	NA	NA	0.0539689576	0.2297191889
chr17	78450312	+	CG	0.1346153846	52.00	7	52	NA	NA	0.0667679699	0.2527357692
chr17	78450313	-	CG	0.1372549020	51.00	7	51	NA	NA	0.0681101533	0.2572195234
chr17	78450317	+	CG	0.1132075472	53.00	6	53	NA	NA	0.0529295891	0.2257677030
chr17	78450318	-	CG	0.1041666667	48.00	5	48	NA	NA	0.0453210509	0.2216768813
chr17	78450330	+	CG	0.1355932203	59.00	8	59	NA	NA	0.0703409075	0.2453989845
chr17	78450331	-	CG	0.0851063830	47.00	4	47	NA	NA	0.0335935795	0.1993180520
chr17	78450332	+	CG	0.1578947368	57.00	9	57	NA	NA	0.0853569975	0.2736342190
chr17	78450333	-	CG	0.1041666667	48.00	5	48	NA	NA	0.0453210509	0.2216768813
chr17	78450336	+	CG	0.1724137931	58.00	10	58	NA	NA	0.0964418940	0.2890850006
chr17	78450337	-	CG	0.1136363636	44.00	5	44	NA	NA	0.0495270759	0.2397943515
chr17	78450341	+	CG	0.1724137931	58.00	10	58	NA	NA	0.0964418940	0.2890850006
chr17	78450342	-	CG	0.1395348837	43.00	6	43	NA	NA	0.0655563427	0.2726387659
chr17	78450343	+	CG	0.1851851852	54.00	10	54	NA	NA	0.1038257451	0.3083620229
chr17	78450344	-	CG	0.1590909091	44.00	7	44	NA	NA	0.0792657656	0.2936649056
chr17	78450352	+	CG	0.1923076923	52.00	10	52	NA	NA	0.1079593065	0.3189912107
chr17	78450353	-	CG	0.1956521739	46.00	9	46	NA	NA	0.1065049044	0.3317153774
chr17	78450355	+	CG	0.1666666667	54.00	9	54	NA	NA	0.0902428999	0.2873676780
chr17	78450356	-	CG	0.1956521739	46.00	9	46	NA	NA	0.1065049044	0.3317153774
chr17	78450357	+	CG	0.1509433962	53.00	8	53	NA	NA	0.0785232426	0.2705450454
chr17	78450358	-	CG	0.1956521739	46.00	9	46	NA	NA	0.1065049044	0.3317153774
chr17	78450364	+	CG	0.1250000000	56.00	7	56	NA	NA	0.0618899014	0.2362572070
chr17	78450365	-	CG	0.1627906977	43.00	7	43	NA	NA	0.0811652450	0.2997269534
chr17	78450368	+	CG	0.1636363636	55.00	9	55	NA	NA	0.0885532056	0.2826399639
chr17	78450369	-	CG	0.2195121951	41.00	9	41	NA	NA	0.1200304016	0.3670530210
chr17	78450370	+	CG	0.1851851852	54.00	10	54	NA	NA	0.1038257451	0.3083620229
chr17	78450371	-	CG	0.2368421053	38.00	9	38	NA	NA	0.1299356150	0.3920711917
chr17	78450372	+	CG	0.1923076923	52.00	10	52	NA	NA	0.1079593065	0.3189912107
chr17	78450373	-	CG	0.2380952381	42.00	10	42	NA	NA	0.1348082081	0.3852783508
chr17	78450382	+	CG	0.1428571429	49.00	7	49	NA	NA	0.0709633372	0.2666797319
chr17	78450383	-	CG	0.2272727273	44.00	10	44	NA	NA	0.1284181083	0.3699264287
chr17	78450385	+	CG	0.1836734694	49.00	9	49	NA	NA	0.0997622884	0.3135787157
chr17	78450386	-	CG	0.2093023256	43.00	9	43	NA	NA	0.1142270600	0.3520593179
chr17	78450387	+	CG	0.1836734694	49.00	9	49	NA	NA	0.0997622884	0.3135787157
chr17	78450388	-	CG	0.2045454545	44.00	9	44	NA	NA	0.1115312782	0.3450086368
chr17	78450407	+	CG	0.1666666667	54.00	9	54	NA	NA	0.0902428999	0.2873676780
chr17	78450408	-	CG	0.1818181818	44.00	8	44	NA	NA	0.0951269256	0.3196083676
chr17	78450413	+	CG	0.1764705882	51.00	9	51	NA	NA	0.0957229573	0.3025440517
chr17	78450414	-	CG	0.1666666667	42.00	7	42	NA	NA	0.0831581130	0.3060429620
chr17	78450418	+	CG	0.1666666667	48.00	8	48	NA	NA	0.0869541004	0.2957810004
chr17	78450419	-	CG	0.1136363636	44.00	5	44	NA	NA	0.0495270759	0.2397943515
chr17	78450425	+	CG	0.1632653061	49.00	8	49	NA	NA	0.0851259699	0.2903660667
chr17	78450426	-	CG	0.1904761905	42.00	8	42	NA	NA	0.0998188961	0.3330106735
chr17	78450427	+	CG	0.1666666667	48.00	8	48	NA	NA	0.0869541004	0.2957810004
chr17	78450428	-	CG	0.2051282051	39.00	8	39	NA	NA	0.1077959020	0.3553427296
chr17	78450439	+	CG	0.1041666667	48.00	5	48	NA	NA	0.0453210509	0.2216768813
chr17	78450440	-	CG	0.1538461538	39.00	6	39	NA	NA	0.0724737385	0.2972976987
chr17	78450442	+	CG	0.1304347826	46.00	6	46	NA	NA	0.0611775714	0.2566613423
chr17	78450443	-	CG	0.1219512195	41.00	5	41	NA	NA	0.0532325800	0.2554450765
chr17	78450444	+	CG	0.1063829787	47.00	5	47	NA	NA	0.0463040996	0.2259453969
chr17	78450445	-	CG	0.1395348837	43.00	6	43	NA	NA	0.0655563427	0.2726387659
chr17	78450456	+	CG	0.1304347826	46.00	6	46	NA	NA	0.0611775714	0.2566613423
chr17	78450457	-	CG	0.0975609756	41.00	4	41	NA	NA	0.0385964598	0.2254797552
chr17	78450461	+	CG	0.1162790698	43.00	5	43	NA	NA	0.0507035299	0.2447944889
chr17	78450462	-	CG	0.1025641026	39.00	4	39	NA	NA	0.0406126556	0.2357915870
chr17	78450464	+	CG	0.0930232558	43.00	4	43	NA	NA	0.0367710451	0.2160298840
chr17	78450465	-	CG	0.0731707317	41.00	3	41	NA	NA	0.0251973733	0.1942774002
chr17	78450467	+	CG	0.1190476190	42.00	5	42	NA	NA	0.0519372677	0.2500068181
chr17	78450468	-	CG	0.0731707317	41.00	3	41	NA	NA	0.0251973733	0.1942774002
chr17	78450473	+	CG	0.1162790698	43.00	5	43	NA	NA	0.0507035299	0.2447944889
chr17	78450474	-	CG	0.0833333333	36.00	3	36	NA	NA	0.0287480893	0.2182701028
chr17	78450487	+	CG	0.0681818182	44.00	3	44	NA	NA	0.0234589702	0.1822532134
chr17	78450488	-	CG	0.0967741935	31.00	3	31	NA	NA	0.0334640361	0.2490029000
chr17	78450500	+	CG	0.1333333333	45.00	6	45	NA	NA	0.0625706363	0.2617758224
chr17	78450501	-	CG	0.1176470588	34.00	4	34	NA	NA	0.0467137097	0.2662117480
chr17	78450502	+	CG	0.1304347826	46.00	6	46	NA	NA	0.0611775714	0.2566613423
chr17	78450503	-	CG	0.1142857143	35.00	4	35	NA	NA	0.0453510585	0.2595179479
chr17	78450507	+	CG	0.1219512195	41.00	5	41	NA	NA	0.0532325800	0.2554450765
chr17	78450508	-	CG	0.1315789474	38.00	5	38	NA	NA	0.0575378288	0.2732717005
chr17	78450513	+	CG	0.1315789474	38.00	5	38	NA	NA	0.0575378288	0.2732717005
chr17	78450514	-	CG	0.1025641026	39.00	4	39	NA	NA	0.0406126556	0.2357915870
chr17	78450515	+	CG	0.1351351351	37.00	5	37	NA	NA	0.0591320726	0.2797772747
chr17	78450516	-	CG	0.1282051282	39.00	5	39	NA	NA	0.0560273495	0.2670604904
chr17	78450518	+	CG	0.1081081081	37.00	4	37	NA	NA	0.0428512052	0.2470884642
chr17	78450519	-	CG	0.1282051282	39.00	5	39	NA	NA	0.0560273495	0.2670604904
chr17	78450520	+	CG	0.1388888889	36.00	5	36	NA	NA	0.0608172536	0.2865985128
chr17	78450521	-	CG	0.1025641026	39.00	4	39	NA	NA	0.0406126556	0.2357915870
chr17	78450523	+	CG	0.1176470588	34.00	4	34	NA	NA	0.0467137097	0.2662117480
chr17	78450524	-	CG	0.0789473684	38.00	3	38	NA	NA	0.0272141014	0.2079967892
chr17	78450534	+	CG	0.1515151515	33.00	5	33	NA	NA	0.0665035926	0.3092021314
chr17	78450535	-	CG	0.0909090909	33.00	3	33	NA	NA	0.0314033710	0.2357294353
chr17	78450538	+	CG	0.0967741935	31.00	3	31	NA	NA	0.0334640361	0.2490029000
chr17	78450539	-	CG	0.0909090909	33.00	3	33	NA	NA	0.0314033710	0.2357294353
chr17	78450540	+	CG	0.2258064516	31.00	7	31	NA	NA	0.1139499159	0.3981276006
chr17	78450541	-	CG	0.1250000000	32.00	4	32	NA	NA	0.0497005384	0.2806864978
chr17	78450546	+	CG	0.2258064516	31.00	7	31	NA	NA	0.1139499159	0.3981276006
chr17	78450547	-	CG	0.1428571429	28.00	4	28	NA	NA	0.0569891293	0.3149017304
chr17	78450558	+	CG	0.2142857143	28.00	6	28	NA	NA	0.1021232170	0.3953894708
chr17	78450559	-	CG	0.0714285714	28.00	2	28	NA	NA	0.0198116474	0.2264573843
chr17	78450562	+	CG	0.2068965517	29.00	6	29	NA	NA	0.0984593652	0.3839044661
chr17	78450563	-	CG	0.1428571429	28.00	4	28	NA	NA	0.0569891293	0.3149017304
chr17	78450564	+	CG	0.2000000000	30.00	6	30	NA	NA	0.0950497810	0.3730604738
chr17	78450565	-	CG	0.1428571429	28.00	4	28	NA	NA	0.0569891293	0.3149017304
chr17	78450573	+	CG	0.1612903226	31.00	5	31	NA	NA	0.0709251991	0.3263470272
chr17	78450574	-	CG	0.1481481481	27.00	4	27	NA	NA	0.0591583186	0.3247906335
chr17	78450591	+	CG	0.2000000000	20.00	4	20	NA	NA	0.0806563533	0.4160217220
chr17	78450592	-	CG	0.1538461538	26.00	4	26	NA	NA	0.0614993400	0.3353158442
chr17	78450593	+	CG	0.1666666667	18.00	3	18	NA	NA	0.0583647040	0.3922249964
chr17	78450594	-	CG	0.1428571429	28.00	4	28	NA	NA	0.0569891293	0.3149017304
chr17	78450609	+	CG	0.0500000000	20.00	1	20	NA	NA	0.0088812194	0.2361358935
chr17	78450610	-	CG	0.1153846154	26.00	3	26	NA	NA	0.0400317182	0.2897629309
chr17	78450615	+	CG	0.0952380952	21.00	2	21	NA	NA	0.0265182088	0.2891458386
chr17	78450616	-	CG	0.0740740741	27.00	2	27	NA	NA	0.0205542217	0.2336997729
chr17	78450624	+	CG	0.0434782609	23.00	1	23	NA	NA	0.0077164670	0.2099158649
chr17	78450625	-	CG	0.0909090909	33.00	3	33	NA	NA	0.0314033710	0.2357294353
chr17	78450627	+	CG	0.1052631579	19.00	2	19	NA	NA	0.0293579414	0.3139455049
chr17	78450628	-	CG	0.0625000000	32.00	2	32	NA	NA	0.0173102032	0.2014746725
chr17	78450638	+	CG	0.0909090909	22.00	2	22	NA	NA	0.0252948963	0.2781538066
chr17	78450639	-	CG	0.0937500000	32.00	3	32	NA	NA	0.0324009626	0.2421849934
chr17	78450647	+	CG	0.0952380952	21.00	2	21	NA	NA	0.0265182088	0.2891458386
chr17	78450648	-	CG	0.0909090909	33.00	3	33	NA	NA	0.0314033710	0.2357294353
chr17	78450670	+	CG	0.0416666667	24.00	1	24	NA	NA	0.0073932654	0.2024222625
chr17	78450671	-	CG	0.1428571429	28.00	4	28	NA	NA	0.0569891293	0.3149017304
chr17	78450677	+	CG	0.1250000000	24.00	3	24	NA	NA	0.0434425504	0.3100428815
chr17	78450678	-	CG	0.1428571429	28.00	4	28	NA	NA	0.0569891293	0.3149017304
chr17	78450683	+	CG	0.1153846154	26.00	3	26	NA	NA	0.0400317182	0.2897629309
chr17	78450684	-	CG	0.1379310345	29.00	4	29	NA	NA	0.0549735085	0.3055935771
chr17	78450689	+	CG	0.1034482759	29.00	3	29	NA	NA	0.0358142404	0.2638544725
chr17	78450690	-	CG	0.0909090909	33.00	3	33	NA	NA	0.0314033710	0.2357294353
chr17	78450706	+	CG	0.1621621622	37.00	6	37	NA	NA	0.0765110324	0.3113679930
chr17	78450707	-	CG	0.1666666667	36.00	6	36	NA	NA	0.0787034063	0.3189111473
chr17	78450717	+	CG	0.2105263158	38.00	8	38	NA	NA	0.1107466035	0.3634608838
chr17	78450718	-	CG	0.1666666667	36.00	6	36	NA	NA	0.0787034063	0.3189111473
chr17	78450725	+	CG	0.1951219512	41.00	8	41	NA	NA	0.1023431575	0.3401388235
chr17	78450726	-	CG	0.1621621622	37.00	6	37	NA	NA	0.0765110324	0.3113679930
chr17	78450728	+	CG	0.1860465116	43.00	8	43	NA	NA	0.0974163558	0.3261729324
chr17	78450729	-	CG	0.1842105263	38.00	7	38	NA	NA	0.0922164845	0.3341916834
chr17	78450740	+	CG	0.1086956522	46.00	5	46	NA	NA	0.0473307608	0.2303810301
chr17	78450741	-	CG	0.0750000000	40.00	3	40	NA	NA	0.0258355568	0.1986453016
chr17	78450744	+	CG	0.1555555556	45.00	7	45	NA	NA	0.0774532531	0.2878419051
chr17	78450745	-	CG	0.1500000000	40.00	6	40	NA	NA	0.0706109171	0.2907262604
chr17	78450755	+	CG	0.1400000000	50.00	7	50	NA	NA	0.0695074526	0.2618645720
chr17	78450756	-	CG	0.1860465116	43.00	8	43	NA	NA	0.0974163558	0.3261729324
chr17	78450757	+	CG	0.1372549020	51.00	7	51	NA	NA	0.0681101533	0.2572195234
chr17	78450758	-	CG	0.2272727273	44.00	10	44	NA	NA	0.1284181083	0.3699264287
chr17	78450761	+	CG	0.1698113208	53.00	9	53	NA	NA	0.0919984177	0.2922553682
chr17	78450762	-	CG	0.2093023256	43.00	9	43	NA	NA	0.1142270600	0.3520593179
chr17	78450775	+	CG	0.1346153846	52.00	7	52	NA	NA	0.0667679699	0.2527357692
chr17	78450776	-	CG	0.1904761905	42.00	8	42	NA	NA	0.0998188961	0.3330106735
chr17	78450780	+	CG	0.1250000000	56.00	7	56	NA	NA	0.0618899014	0.2362572070
chr17	78450781	-	CG	0.1904761905	42.00	8	42	NA	NA	0.0998188961	0.3330106735
chr17	78450813	+	CG	0.0555555556	54.00	3	54	NA	NA	0.0190729225	0.1510745146
chr17	78450814	-	CG	0.0465116279	43.00	2	43	NA	NA	0.0128489903	0.1545577592
chr17	78450819	+	CG	0.0800000000	50.00	4	50	NA	NA	0.0315490033	0.1883850255
chr17	78450820	-	CG	0.2340425532	47.00	11	47	NA	NA	0.1360313642	0.3722453226
chr17	78450829	+	CG	0.0961538462	52.00	5	52	NA	NA	0.0417737352	0.2060988186
chr17	78450830	-	CG	0.2127659574	47.00	10	47	NA	NA	0.1198958012	0.3490430205
chr17	78450855	+	CG	0.1000000000	50.00	5	50	NA	NA	0.0434751240	0.2136049033
chr17	78450856	-	CG	0.2244897959	49.00	11	49	NA	NA	0.1302483771	0.3587905619
chr17	78450865	+	CG	0.1086956522	46.00	5	46	NA	NA	0.0473307608	0.2303810301
chr17	78450866	-	CG	0.2826086957	46.00	13	46	NA	NA	0.1732404154	0.4254883573
chr17	78450873	+	CG	0.0816326531	49.00	4	49	NA	NA	0.0322022962	0.1918938704
chr17	78450874	-	CG	0.2708333333	48.00	13	48	NA	NA	0.1656580356	0.4099723462
chr17	78450883	+	CG	0.0833333333	48.00	4	48	NA	NA	0.0328832243	0.1955356516
chr17	78450884	-	CG	0.3272727273	55.00	18	55	NA	NA	0.2181289569	0.4589702382
chr17	78450888	+	CG	0.0612244898	49.00	3	49	NA	NA	0.0210397650	0.1652074342
chr17	78450889	-	CG	0.3137254902	51.00	16	51	NA	NA	0.2032750967	0.4502725752
chr17	78450901	+	CG	0.0754716981	53.00	4	53	NA	NA	0.0297390736	0.1785872226
chr17	78450902	-	CG	0.3962264151	53.00	21	53	NA	NA	0.2758921192	0.5305876421
chr17	78450903	+	CG	0.0384615385	52.00	2	52	NA	NA	0.0106114883	0.1298142874
chr17	78450904	-	CG	0.3888888889	54.00	21	54	NA	NA	0.2704174251	0.5221194342
chr17	78450906	+	CG	0.0612244898	49.00	3	49	NA	NA	0.0210397650	0.1652074342
chr17	78450907	-	CG	0.3584905660	53.00	19	53	NA	NA	0.2430176984	0.4930910670
chr17	78450923	+	CG	0.0961538462	52.00	5	52	NA	NA	0.0417737352	0.2060988186
chr17	78450924	-	CG	0.2641509434	53.00	14	53	NA	NA	0.1643720651	0.3958092106
chr17	78450933	+	CG	0.1224489796	49.00	6	49	NA	NA	0.0573474776	0.2424466240
chr17	78450934	-	CG	0.3529411765	51.00	18	51	NA	NA	0.2363430538	0.4901419503
